Model,Score
Intel Core m5-6Y57 @ 1.10GHz,2333
Intel Xeon X5365 @ 3.00GHz,2331
AMD Phenom II X4 940,2330
Intel Core i5-3437U @ 1.90GHz,2329
Intel Core i5-4260U @ 1.40GHz,2324
AMD A10-9600P,2322
Intel Celeron G3950 @ 3.00GHz,2322
Intel Core i7-3537U @ 2.00GHz,2322
AMD Athlon II X4 645,2321
Intel Core i7-3517UE @ 1.70GHz,2320
AArch64 rev 2 (aarch64),2320
ARM Cortex-A76 4 Core 2600 MHz,2320
Intel Pentium G4400T @ 2.90GHz,2320
Intel Core i3-3240 @ 3.40GHz,2318
Unisoc ums9230,2313
AMD Athlon II X4 641 Quad-Core,2313
Intel Core m7-6Y75 @ 1.20GHz,2311
MediaTek MT6768V/CA,2309
Intel Core i3-2140 @ 3.50GHz,2307
Intel Core i5-4210U @ 1.70GHz,2306
Intel Xeon L3360 @ 2.83GHz,2306
Intel Core2 Extreme Q6850 @ 3.00GHz,2304
AMD Phenom II X4 B70,2303
AMD A8-3870K APU,2301
AMD A10-6700T APU,2299
Allwinner A527,2297
Intel Celeron G4930T @ 3.00GHz,2297
Intel Xeon X3430 @ 2.40GHz,2296
Intel Core m5-6Y54 @ 1.10GHz,2291
AMD Phenom II X4 840T,2286
Intel Xeon E5472 @ 3.00GHz,2286
Intel Celeron N4505 @ 2.00GHz,2285
Intel Pentium 1403 v2 @ 2.60GHz,2284
AMD Opteron 3260 HE,2283
Intel Core i3-6006U @ 2.00GHz,2282
AMD Athlon X4 730,2278
Intel Xeon L5520 @ 2.27GHz,2274
Intel Xeon E3-1220L @ 2.20GHz,2274
Intel Core i7-4550U @ 1.50GHz,2272
Intel Pentium 5405U @ 2.30GHz,2271
Intel Pentium 4417U @ 2.30GHz,2270
AMD Phenom II X4 925,2265
Intel Core i3-3220 @ 3.30GHz,2265
Intel Xeon X3350 @ 2.66GHz,2263
Intel Xeon L5430 @ 2.66GHz,2260
Intel Xeon E3-1220L V2 @ 2.30GHz,2258
AMD Phenom II X4 B45,2258
Intel Celeron J3455 @ 1.50GHz,2254
mt6779,2251
AMD Athlon II X4 638 Quad-Core,2250
Samsung Exynos 9610,2249
Intel Core i5-3427U @ 1.80GHz,2248
Virtual @ 2.74GHz,2248
Intel Celeron N6211 @ 1.20GHz,2245
AMD A8-8600P,2240
Intel Core i5-650 @ 3.20GHz,2239
AMD Phenom II X4 B40,2238
Intel Core i7-3555LE @ 2.50GHz,2238
Qualcomm Technologies  Inc SDM662,2237
Intel Celeron G3930 @ 2.90GHz,2236
AMD Athlon II X4 640,2234
Intel Xeon E5430 @ 2.66GHz,2233
Intel Pentium 4415U @ 2.30GHz,2232
Intel Celeron G4900T @ 2.90GHz,2231
Intel Core i3-3225 @ 3.30GHz,2231
Intel Core i5-2520M @ 2.50GHz,2230
Intel Xeon X3353 @ 2.66GHz,2229
MT6769V,2229
MT6969T,2228
MediaTek MT6771V/WM,2225
Intel Pentium G3440 @ 3.30GHz,2224
Intel Core i3-3210 @ 3.20GHz,2221
Intel Core2 Quad Q9500 @ 2.83GHz,2221
Intel Core i5-8200Y @ 1.30GHz,2220
Intel Celeron G3930TE @ 2.70GHz,2218
AMD PRO A10-8700B,2217
AMD A10-8700P,2217
Qualcomm Technologies  Inc SM6125,2217
Intel Pentium G3460 @ 3.50GHz,2216
Snapdragon 835,2211
AMD Phenom II X4 920,2209
AMD Athlon II X4 635,2206
AMD Phenom II X4 973,2204
Intel Core i3-5010U @ 2.10GHz,2197
Intel Xeon X5472 @ 3.00GHz,2197
Qualcomm SDM439,2195
Intel Celeron J3455E @ 1.50GHz,2193
Intel Core i3-21050 @ 3.10GHz,2193
MediaTek MT6769V/WB,2192
Intel Pentium G4400TE @ 2.40GHz,2190
Intel Core i5-4200U @ 1.60GHz,2190
AMD PRO A8-8600B,2188
Intel Core2 Quad Q9450 @ 2.66GHz,2187
Intel Core i3-5020U @ 2.20GHz,2185
MediaTek MT6797X,2182
Intel Celeron G3900 @ 2.80GHz,2178
Intel Atom C2750 @ 2.41GHz,2174
AMD A8-3820 APU,2174
Intel Core i7-940XM @ 2.13GHz,2172
Intel Pentium N4200 @ 1.10GHz,2170
Intel Pentium G3450 @ 3.40GHz,2167
Intel Core i7-860S @ 2.53GHz,2166
AMD A6-3670 APU,2165
Intel Core m3-6Y30 @ 0.90GHz,2163
Qualcomm Technologies  Inc SDM636,2161
Intel Core i5-4250U @ 1.30GHz,2159
AMD Phenom II X4 B93,2159
AMD A8-7690K,2157
ARM Phytium D2000/8 E8C 8 Core 2300 MHz,2156
AMD A8-7200P,2154
AMD FirePro A320 APU,2153
AMD Athlon II X4 631 Quad-Core,2150
ARM Cortex-A76 4 Core 2400 MHz,2147
AMD Athlon II X4 630,2147
Intel Xeon E5462 @ 2.80GHz,2146
Intel Core2 Extreme Q6800 @ 2.93GHz,2145
QTI MSM8937,2142
MT6765H,2132
Intel Xeon L5420 @ 2.50GHz,2132
AMD Phenom II X4 910e,2131
MediaTek MT6763V/CE,2130
Intel Pentium G3430 @ 3.30GHz,2127
Intel Atom x7-E3950 @ 1.60GHz,2124
Qualcomm Technologies  Inc APQ8053,2120
Qualcomm Technologies  Inc SM4250,2120
AMD Athlon X4 640,2115
Hardkernel ODROID-N2Plus,2115
Intel Xeon X3330 @ 2.66GHz,2111
Intel Core2 Quad Q9400 @ 2.66GHz,2110
AMD Phenom II X4 B25,2108
Intel Pentium G3440T @ 2.80GHz,2107
Intel Celeron 6305 @ 1.80GHz,2105
Samsung Exynos 850,2105
Mediatek MT6765H,2103
Intel Celeron G3900T @ 2.60GHz,2102
Intel Pentium 4405U @ 2.10GHz,2101
Intel Celeron G5905T @ 3.30GHz,2100
Intel Core2 Quad Q6700 @ 2.66GHz,2099
Intel Core2 Quad Q9505 @ 2.83GHz,2098
AMD 3015Ce,2094
Samsung Exynos7870,2093
Intel Pentium G2140 @ 3.30GHz,2092
Intel Core i5-3337U @ 1.80GHz,2091
AMD Phenom II X4 820,2086
Qualcomm Technologies  Inc SDM632,2086
Intel Core i3-2125 @ 3.30GHz,2083
Intel Pentium G3260 @ 3.30GHz,2081
AMD Opteron 1389,2079
Intel Core i7-640M @ 2.80GHz,2079
Intel Core2 Quad Q8400 @ 2.66GHz,2079
AMD A10-7400P,2078
AMD Athlon II X4 655,2078
Intel Pentium G3258 @ 3.20GHz,2075
AMD Opteron 2384,2074
Intel Core i7-610E @ 2.53GHz,2071
AMD Phenom II X4 830,2070
Intel Core i5-2450M @ 2.50GHz,2070
Intel Core i5-2435M @ 2.40GHz,2065
AMD Opteron 3250 HE,2061
MT6797M,2061
Apple A9,2059
AMD Opteron 4162 EE,2058
Intel Xeon X3230 @ 2.66GHz,2052
AMD A6-3650 APU,2049
Intel Core M-5Y51 @ 1.10GHz,2043
Qualcomm Technologies  Inc SDM460,2041
Intel Celeron G3930T @ 2.70GHz,2040
Intel Celeron G3900E @ 2.40GHz,2034
Intel Core i3-2130 @ 3.40GHz,2034
SAMSUNG Exynos7420,2030
Intel Core i3-2102 @ 3.10GHz,2029
Intel Core i7-3517U @ 1.90GHz,2028
MediaTek MT8768CT,2028
Intel Xeon E7- 2830 @ 2.13GHz,2027
Intel Core M-5Y71 @ 1.20GHz,2025
Intel Core i3-3240T @ 2.90GHz,2025
Intel Core i3-4330TE @ 2.40GHz,2022
Giada JHS558 (Android),2022
Intel Xeon E5420 @ 2.50GHz,2022
Intel Core i3-5005U @ 2.00GHz,2018
Intel Core i5-655K @ 3.20GHz,2017
Intel Pentium G3450T @ 2.90GHz,2016
AMD A8-3800 APU,2015
Intel Core i5-2415M @ 2.30GHz,2011
Intel Core2 Extreme Q9200 @ 2.40GHz,2011
Intel Core i5-3317U @ 1.70GHz,2010
Intel Core i5-2430M @ 2.40GHz,2010
AMD A10-5750M APU,2007
AMD Athlon II X4 620,2003
AMD Athlon II X4 615e,2000
Intel Core i7-2655LE @ 2.20GHz,1999
AMD Opteron 2427,1995
Intel Pentium G3250 @ 3.20GHz,1991
Intel Xeon E5410 @ 2.33GHz,1990
Intel Core i7-620M @ 2.67GHz,1987
Intel Xeon X3320 @ 2.50GHz,1986
MediaTek MT8768WT,1985
AMD Athlon II X3 460,1985
Intel Celeron 6305E @ 1.80GHz,1981
Intel Celeron N3450 @ 1.10GHz,1981
Intel Celeron N4500 @ 1.10GHz,1980
Intel Xeon X5355 @ 2.66GHz,1979
Qualcomm Technologies  Inc 450,1978
Intel Atom x5-E3940 @ 1.60GHz,1973
Mediatek MT6765,1972
Intel Core2 Quad Q9300 @ 2.50GHz,1971
Intel Core i7-3689Y @ 1.50GHz,1967
Intel Core i3-2120 @ 3.30GHz,1964
AMD Athlon II X4 605e,1963
Qualcomm Technologies  Inc MSM8976SG,1961
AMD FX-7500 APU,1960
AMD Phenom II X4 805,1959
Intel Core i3-4025U @ 1.90GHz,1959
Intel Atom E3900 @ 1.60GHz,1953
MT8169A,1953
Intel Celeron N6210 @ 1.20GHz,1952
Qualcomm Technologies  Inc QCS610,1949
Intel Core i3-4120U @ 2.00GHz,1948
AMD Phenom 9850B Quad-Core,1946
Intel Xeon X3220 @ 2.40GHz,1945
Intel Xeon E5506 @ 2.13GHz,1944
Intel Core i5-2410M @ 2.30GHz,1944
MT6757W,1941
Intel Pentium G3240 @ 3.10GHz,1938
AMD A10 PRO-7350B APU,1937
Intel Core i7-840QM @ 1.87GHz,1937
AMD Phenom II X4 810,1937
Intel Xeon X6550 @ 2.00GHz,1936
Intel Xeon E5603 @ 1.60GHz,1935
Intel Core i7-2677M @ 1.80GHz,1934
Intel Core i5-580M @ 2.67GHz,1933
Intel Pentium G3420 @ 3.20GHz,1933
Intel Core i3-3220T @ 2.80GHz,1932
AMD A10-5757M APU,1932
AMD A8-6500T APU,1929
Intel Xeon E5507 @ 2.27GHz,1928
AMD A10-4600M APU,1927
AMD Phenom II X4 905e,1921
Intel Xeon L5410 @ 2.33GHz,1921
Intel Pentium G2130 @ 3.20GHz,1921
AMD Opteron 3320 EE,1918
Intel Core2 Extreme Q9300 @ 2.53GHz,1918
Intel Core M-5Y31 @ 0.90GHz,1916
Intel Core2 Quad Q9100 @ 2.26GHz,1915
Intel Celeron G1850 @ 2.90GHz,1915
Qualcomm Technologies  Inc BENGAL-IOT,1912
Intel Pentium G3420T @ 2.70GHz,1912
AMD Opteron X2170 APU,1911
Intel Core i5-560M @ 2.67GHz,1910
P22,1908
Intel Core i5-3439Y @ 1.50GHz,1907
Intel Core i5-4422E @ 1.80GHz,1907
AMD PRO A6-8570,1906
AMD Phenom II X4 B05e,1906
Qualcomm Technologies  Inc SDM630,1906
Intel Core M-5Y10a @ 0.80GHz,1905
AMD Opteron 2419 EE,1902
Intel Core i3-3130M @ 2.60GHz,1900
AMD Opteron 1385,1898
Allwinner A523,1898
Intel Core i3-2105 @ 3.10GHz,1896
Intel Pentium G3220 @ 3.00GHz,1894
HiSilicon Kirin 659,1893
Intel Pentium G2120 @ 3.10GHz,1892
Intel Core M-5Y10c @ 0.80GHz,1891
MT6765V/WB,1891
Intel Core i5-2510E @ 2.50GHz,1889
Intel Atom C3538 @ 2.10GHz,1889
Intel Core2 Quad Q8300 @ 2.50GHz,1885
Intel Core i7-920XM @ 2.00GHz,1885
AMD Phenom 9950 Quad-Core,1884
AMD PRO A6-8550B,1882
AMD Athlon II X4 610e,1882
Intel Core i5-2515E @ 2.50GHz,1882
Intel Core i3-4030U @ 1.90GHz,1872
AMD A6-9500,1872
Intel Xeon E5345 @ 2.33GHz,1868
AMD A8-5550M APU,1868
AMD Athlon 5370 APU,1867
AMD Opteron 2378,1864
Rockchip RK3399 EVB IND LPDDR4 Board lvds (Android,1862
Intel Core i3-4110U @ 1.90GHz,1860
AMD Athlon II X3 455,1856
Intel Core i3-5015U @ 2.10GHz,1855
Intel Core i3-2100 @ 3.10GHz,1855
Intel Core i5-4230U @ 1.90GHz,1853
MediaTek MT6765V/CB,1852
Intel Pentium 1403 @ 2.60GHz,1851
AMD A6-3620 APU,1851
ARM Cortex-A53 6 Core 1896 MHz,1851
Intel Celeron G3900TE @ 2.30GHz,1850
Intel Core i3-4100E @ 2.40GHz,1848
Intel Core i3-2310E @ 2.10GHz,1845
AMD Phenom II X3 B77,1844
Intel Xeon X3323 @ 2.50GHz,1837
Samsung Exynos 7420,1836
AMD A6-7480,1836
AMD Phenom 9750 Quad-Core,1833
Intel Atom x6211E @ 1.30GHz,1833
Intel Core i7-2637M @ 1.70GHz,1831
Samsung Exynos 7885,1828
AMD Phenom II X4 B15e,1825
MT6765,1824
Intel Core i7-740QM @ 1.73GHz,1824
Intel Core i3-2330E @ 2.20GHz,1823
Intel Core M-5Y70 @ 1.10GHz,1823
AMD Athlon II X3 445,1823
AMD Athlon II X3 450,1822
AMD Phenom 9600B Quad-Core,1822
Qualcomm Technologies  Inc APQ8094,1818
Samsung Exynos 7904,1818
AMD A8-7410 APU,1815
Mediatek MT6762,1813
Intel Core2 Quad Q6600 @ 2.40GHz,1813
AArch64 rev 4 (aarch64),1813
AMD Athlon X4 620,1810
Intel Core i5-540M @ 2.53GHz,1809
Intel Celeron 4305U @ 2.20GHz,1807
Qualcomm Technologies  Inc MSM8953,1806
Spreadtrum T603,1801
AMD A8-5557M APU,1801
AMD A6-7470K,1799
AMD Phenom II X940 Quad-Core,1797
AMD Opteron 1381,1797
AMD PRO A4-3350B APU,1797
AMD GX-420MC SOC,1796
Intel Atom C3508 @ 1.60GHz,1796
AMD Athlon II X4 600e,1795
MediaTek MT6765V/CA,1794
AMD Athlon X4 530,1786
Mediatek MT8768WE,1785
AMD Phenom X4 Quad-Core GP-9730,1784
AMD GX-424CC SOC,1783
AMD Athlon X3 455,1783
AMD Athlon X3 435,1781
AMD A10-5745M APU,1779
MT6765V/WA,1778
Mediatek MT6765V/WB,1778
AMD Athlon 5350 APU,1778
Intel Core i7-820QM @ 1.73GHz,1778
AMD GX-420CA SOC,1777
AMD Phenom II X4 910,1776
Intel Core2 Quad Q8200 @ 2.33GHz,1774
Intel Core i3-4000M @ 2.40GHz,1773
AMD R-464L APU,1773
Samsung Exynos 7880,1772
ASUS Tinker Board 2/2S,1771
MT6757WD,1771
AMD PRO A6-9500,1770
Intel Xeon L5408 @ 2.13GHz,1769
AMD Phenom II N830 3+1,1768
MediaTek MT6797,1768
Intel Celeron G1840 @ 2.80GHz,1766
AMD A8-6410 APU,1762
MediaTek MT6757CD,1761
AMD A10-4657M APU,1759
Intel Pentium G3250T @ 2.80GHz,1757
AMD A6-9500E,1756
Intel Pentium G3260T @ 2.90GHz,1755
Qualcomm Technologies  Inc MSM8976,1754
AMD A10-7300 APU,1747
MT6763V/CT,1744
AMD Opteron 2373 EE,1744
Intel Celeron 3965U @ 2.20GHz,1743
Intel Pentium G2030 @ 3.00GHz,1743
HP Hexa-Core 2.0GHz,1741
AMD Phenom II X3 B75,1738
MT6752M,1735
MT6762,1735
AMD Opteron 2356,1733
MT6752,1728
AMD A6-7310 APU,1727
AMD Phenom X2 Dual-Core GE-6060,1722
AMD Phenom 9850 Quad-Core,1722
Intel Xeon E5405 @ 2.00GHz,1718
Intel Core i3-4158U @ 2.00GHz,1718
Intel Core i5-520M @ 2.40GHz,1717
Qualcomm Technologies  Inc APQ8096,1715
Intel Core i5-2557M @ 1.70GHz,1713
AMD Phenom 9650 Quad-Core,1713
AMD Athlon II X3 440,1712
Intel Celeron G1630 @ 2.80GHz,1707
Intel Celeron G1820 @ 2.70GHz,1707
Intel Core i3-560 @ 3.33GHz,1706
AMD Opteron 1356,1703
AMD Phenom FX-5200 Quad-Core,1699
Intel Celeron 4305UE @ 2.00GHz,1699
Intel Pentium 4425Y @ 1.70GHz,1698
Unisoc UIS8581A,1698
Intel Atom x6211E @ 1.20GHz,1695
Intel Pentium G2100T @ 2.60GHz,1691
Intel Core i3-3120M @ 2.50GHz,1689
MediaTek MT8768WA,1688
AMD A8-3550MX APU,1687
AMD Phenom II N970 Quad-Core,1687
Intel Core i7-2617M @ 1.50GHz,1687
Intel Pentium G2020 @ 2.90GHz,1678
Intel Xeon L5335 @ 2.00GHz,1678
AMD A8-4500M APU,1675
Qualcomm Technologies  Inc APQ8076,1673
Spreadtrum SC9863A Board,1671
AMD Phenom II X920 Quad-Core,1669
AMD A4-7210 APU,1666
AMD A6-6310 APU,1665
AMD A6 PRO-7400B,1663
AMD PRO A6-9500E,1662
AMD A6-5200 APU,1662
Intel Core i3-4005U @ 1.70GHz,1661
Qualcomm MSM8996PRO-AB,1658
AMD A9-9430,1658
Intel Core i7-720QM @ 1.60GHz,1656
AMD A4-6250J APU,1656
AMD Phenom 9550 Quad-Core,1656
AMD A10-4655M APU,1655
Intel Core i3-4030Y @ 1.60GHz,1654
Intel Core i3-4010U @ 1.70GHz,1654
ARM Falkor V1/Kryo 8 Core 1900 MHz,1652
AMD Phenom X4 Quad-Core GP-9600,1649
AMD A6-3600 APU,1645
AMD A4 PRO-3340B,1645
AMD Athlon II X3 435,1644
AMD A8-7100 APU,1641
Intel Core i3-3110M @ 2.40GHz,1636
Nvidia Tegra T210,1635
AMD PRO A4-8350B,1635
Intel Celeron G1820T @ 2.40GHz,1631
AMD Embedded R-Series RX-216GD,1628
Intel Core M-5Y10 @ 0.80GHz,1628
AMD Athlon X3 445,1626
MediaTek MT6765G,1623
AMD PRO A6-8570E,1621
Intel Pentium G2010 @ 2.80GHz,1620
Intel Core i5 E 520 @ 2.40GHz,1619
AMD A6-7400K APU,1619
QTI SDM450,1617
AMD A6-6400B APU,1616
AMD A8-3510MX APU,1614
Intel Pentium G2120T @ 2.70GHz,1613
Intel Core i3-550 @ 3.20GHz,1610
High Performance Datacenter v,1610
MT6755V/W,1608
Intel Celeron 2000E @ 2.20GHz,1607
MediaTek MT6797T,1605
AMD A6-8550,1604
AMD GX-416RA SOC,1604
Intel Pentium G3240T @ 2.70GHz,1603
AMD PRO A6-8500B,1601
Intel Pentium G3220T @ 2.60GHz,1600
AMD Phenom FX-5000 Quad-Core,1599
Z3-6540M@2.1GHz,1599
Intel Core i5-4220Y @ 1.60GHz,1591
Intel Pentium 4415Y @ 1.60GHz,1590
Intel Core i5-3339Y @ 1.50GHz,1589
Qualcomm MSM8953,1589
Intel Celeron J4005 @ 2.00GHz,1585
MediaTek MT6762V/CB,1584
AMD Phenom II N930 Quad-Core,1584
Intel Pentium G2030T @ 2.60GHz,1581
Intel Core2 Quad Q9000 @ 2.00GHz,1579
ARM phytium FT1500a 4 Core 2000 MHz,1579
AMD Phenom 9600 Quad-Core,1577
Intel Core i5-4210Y @ 1.50GHz,1577
AMD Embedded G-Series GX-420GI Radeon R7E,1576
Intel Celeron G1840T @ 2.50GHz,1576
AMD A6-6420K APU,1576
AMD A8-3530MX APU,1572
Intel Pentium G3320TE @ 2.30GHz,1570
MediaTek MT6763V/V,1569
QTI SDM439,1568
AMD Phenom X2 Dual-Core GE-5060,1566
MediaTek MT6762V/WD,1561
ZHAOXIN KaiXian KX-6640MA@2.2+GHz,1561
AMD Athlon II X3 425,1561
Intel Celeron G1830 @ 2.80GHz,1560
MediaTek MT6762V/WR,1559
AMD Phenom II N950 Quad-Core,1558
Intel Core i5-4200Y @ 1.40GHz,1558
Mediatek MT6765V/XBA,1557
AMD Athlon II X3 420e,1557
Intel Celeron G1620 @ 2.70GHz,1556
Samsung Exynos 7884,1556
MT6755V/C,1554
AMD Phenom II X3 720,1554
Intel Celeron J4025 @ 2.00GHz,1551
AMD Phenom II X3 710,1551
Qualcomm Technologies  Inc MSM8996pro,1551
Spreadtrum T310,1550
MediaTek MT6757V,1550
AMD A6-6420B APU,1550
Intel Xeon E5335 @ 2.00GHz,1549
AMD Phenom 9500 Quad-Core,1549
Intel Celeron N4020 @ 1.10GHz,1548
ZHAOXIN KaiXian ZX-C+ C4700@2.0GHz,1547
AMD Opteron 1352,1547
AMD A8-5545M APU,1546
Intel Celeron N4020C @ 1.10GHz,1545
MT6763V/B,1544
Intel Atom x6414RE @ 1.50GHz,1544
AMD A4 PRO-7350B,1544
Intel Celeron G1620T @ 2.40GHz,1541
Apple A8,1540
AMD Phenom II X3 B73,1538
Intel Core i3-540 @ 3.07GHz,1534
AMD A4-6320 APU,1530
AMD A8 PRO-7150B APU,1528
Samsung A13 USA SINGLE REV02B board based on EXYNO,1528
AMD A4-7300 APU,1528
Intel Pentium 4405Y @ 1.50GHz,1526
Mediatek MT8768A,1524
Intel Xeon X5270 @ 3.50GHz,1524
Intel Pentium G870 @ 3.10GHz,1523
AMD Phenom 9750B Quad-Core,1520
Intel Core i3-2120T @ 2.60GHz,1520
Intel Xeon E5504 @ 2.00GHz,1519
AMD A9-9410,1517
AMD Athlon X3 425,1516
Intel Core i5-4302Y @ 1.60GHz,1516
Intel Celeron G1610 @ 2.60GHz,1514
AMD E2-7110 APU,1514
AMD Opteron 2354,1509
Intel Celeron 3955U @ 2.00GHz,1507
Intel Core i7-640LM @ 2.13GHz,1507
AMD Phenom II X4 900e,1505
AMD A9-9425,1505
AMD Athlon X2 370K Dual Core,1504
AMD Phenom 9350e Quad-Core,1501
Intel Celeron 2970M @ 2.20GHz,1501
Intel Pentium 3560M @ 2.40GHz,1499
Intel Core i5-4202Y @ 1.60GHz,1498
AMD A4-6210 APU,1495
Intel Core i3-530 @ 2.93GHz,1492
ZHAOXIN KaiXian ZX-D D4600@2.0GHz,1492
AMD A9-9420,1491
Qualcomm Technologies  Inc SDA450,1489
Intel Core i3-2100T @ 2.50GHz,1488
Qualcomm Technologies  Inc MSM8956,1480
Intel Core i5-4300Y @ 1.60GHz,1477
AMD A4 PRO-7300B APU,1477
AMD A6-6400K APU,1476
AMD Opteron X3216 APU,1475
Intel Core m5-7Y54 @ 1.20GHz,1475
MediaTek MT6762V/WA,1473
Pentium Dual-Core E6000 @ 3.46GHz,1472
Intel Pentium G860 @ 3.00GHz,1470
Intel Xeon E7320 @ 2.13GHz,1469
Qualcomm Technologies  Inc SDM439,1469
Intel Xeon E5320 @ 1.86GHz,1469
Spreadtrum SC9863A,1464
Intel Pentium J3710 @ 1.60GHz,1463
AMD Phenom 8600B Triple-Core,1461
Intel Celeron 3867U @ 1.80GHz,1460
Intel Celeron 5205U @ 1.90GHz,1459
Intel Core i3-4020Y @ 1.50GHz,1456
Rockchip RK3399 Board (Android),1456
AMD Phenom 9450e Quad-Core,1455
Intel Pentium 4410Y @ 1.50GHz,1452
Intel Xeon X5272 @ 3.40GHz,1451
AMD Phenom II X3 700e,1451
AMD A6-5400B APU,1451
AMD Opteron 1354,1449
Intel Xeon E5240 @ 3.00GHz,1448
AMD A6-3430MX APU,1448
AMD A8-3520M APU,1448
AMD Phenom 8750 Triple-Core,1445
AMD A6-8500P,1445
AMD Phenom II X2 565,1442
AMD Athlon II X3 415e,1441
Intel Core i7-620LM @ 2.00GHz,1440
AMD Athlon X3 440,1438
Intel Pentium G850 @ 2.90GHz,1433
Intel Core i5-2467M @ 1.60GHz,1433
AMD A4-6300 APU,1432
MediaTek MT6762V/WB,1431
AMD Phenom II X2 B59,1431
Intel Pentium G2020T @ 2.50GHz,1430
Intel Xeon E3113 @ 3.00GHz,1429
ARM Cortex-A73 6 Core 2016 MHz,1428
AMD A10 Micro-6700T APU,1426
Qualcomm Technologies  Inc. MSM8940-PMI8940 MTP,1426
Samsung M13 EUR OPEN REV02 board based on EXYNOS85,1425
Intel Atom C2558 @ 2.40GHz,1424
AMD Phenom II X3 740,1424
Unisoc SC9863a,1424
Intel Atom C2550 @ 2.40GHz,1422
Qualcomm Technologies  Inc MSM8996,1421
Intel Celeron N4000 @ 1.10GHz,1419
MT6750V/C,1417
AMD A6-3500 APU,1417
Unisoc T310,1417
Hisilicon Kirin 930,1415
AMD Phenom 9150e Quad-Core,1414
AMD GX-415GA SOC,1413
Intel Pentium 2030M @ 2.50GHz,1413
AMD A8-3500M APU,1412
Intel Core i7-2610UE @ 1.50GHz,1409
Intel Xeon E3120 @ 3.16GHz,1408
Intel Core2 Duo E8290 @ 2.83GHz,1408
AMD PRO A6-7350B,1407
Intel Xeon E3-1220L v3 @ 1.10GHz,1407
MT8176,1406
Intel Celeron 1020E @ 2.20GHz,1406
Unisoc SC9863A1,1399
Intel Celeron N4000C @ 1.10GHz,1397
MT6755V/WS,1389
Intel Pentium G645 @ 2.90GHz,1388
Intel Celeron G555 @ 2.70GHz,1388
AMD Athlon 5150 APU,1388
Qualcomm MSM8996,1386
Intel Pentium N3710 @ 1.60GHz,1386
AMD Phenom II P960 Quad-Core,1386
AMD E1-6050J APU,1385
Intel Xeon L5310 @ 1.60GHz,1385
Intel Pentium G6951 @ 2.80GHz,1383
Intel Celeron G1610T @ 2.30GHz,1377
Intel Pentium 2020M @ 2.40GHz,1377
AMD Phenom II X2 560,1375
MT6763V/WT,1375
AMD Phenom II X2 521,1374
Intel Pentium 3825U @ 1.90GHz,1373
AMD PRO A6-9500B,1371
Intel Core2 Duo E8600 @ 3.33GHz,1370
Intel Core i3-2370M @ 2.40GHz,1365
AMD A4-5300 APU,1364
Samsung EXYNOS5430,1364
Intel Core i3-3217UE @ 1.60GHz,1362
Intel Celeron 4205U @ 1.80GHz,1361
AMD Phenom II X2 570,1360
Intel Core i3-4010Y @ 1.30GHz,1358
AMD Athlon II X2 280,1355
Qualcomm,1354
Intel Core i3-2332M @ 2.20GHz,1353
VIA QuadCore C4650@2.0GHz,1352
Intel Pentium G640 @ 2.80GHz,1351
AMD A4-5100 APU,1346
AMD A9-9400,1346
Intel Xeon L3110 @ 3.00GHz,1338
Intel Xeon L5240 @ 3.00GHz,1337
Qualcomm Technologies  Inc SDM450,1336
Intel Atom x7-Z8700 @ 1.60GHz,1335
AMD A8-4555M APU,1335
AMD Athlon II X3 405e,1331
Intel Pentium 3550M @ 2.30GHz,1330
AMD A4-5050 APU,1328
AMD A4-6300B APU,1328
AMD Athlon X2 280,1327
Intel Core i5 750S @ 2.40GHz,1326
AMD A6-9225,1326
AMD Phenom II N870 Triple-Core,1324
Intel Xeon @ 2.20GHz,1324
Intel Core i5-480M @ 2.67GHz,1323
AMD Athlon II X3 400e,1320
Intel Pentium G630 @ 2.70GHz,1319
AMD Phenom II P940 Quad-Core,1319
AMD Opteron 2393 SE,1317
Intel Celeron 3865U @ 1.80GHz,1316
Qualcomm Snapdragon 810,1316
MT8768WE,1314
ARM Cortex-A73 6 Core 1992 MHz,1311
AMD Athlon X2 340 Dual Core,1307
ARM Cortex-A57 4 Core 2091 MHz,1307
Intel Xeon E5310 @ 1.60GHz,1306
ARM Cortex-A15 4 Core 1500 MHz,1304
AMD A6-9230,1303
AMD Phenom II X2 555,1301
Intel Core i5-460M @ 2.53GHz,1300
AMD Phenom X4 Quad-Core GP-9500,1297
ARM Cortex-A72 4 Core 2400 MHz,1295
AMD Athlon X2 450,1295
AMD A4-5000 APU,1294
Intel Pentium G6960 @ 2.93GHz,1293
Intel Xeon X3210 @ 2.13GHz,1293
AMD A6-3420M APU,1292
Hisilicon Kirin 935,1291
MT6795,1290
AMD Athlon II X2 270,1289
Intel Core i3-3227U @ 1.90GHz,1288
Intel Core i7-660UM @ 1.33GHz,1284
AMD Phenom 8850B Triple-Core,1281
Unisoc UIS8581E,1279
AMD Phenom 9100e Quad-Core,1279
Intel Core i3-4012Y @ 1.50GHz,1278
MT6755,1278
AMD Sempron 240,1278
Intel Celeron 1020M @ 2.10GHz,1275
Intel Atom x7-Z8750 @ 1.60GHz,1274
AMD Athlon II X2 B28,1274
Mediatek MT8365,1274
Intel Celeron 3855U @ 1.60GHz,1274
Intel Core i3-2348M @ 2.30GHz,1273
AMD Embedded G-Series GX-224IJ Radeon R4E,1271
MT6750V/DN,1271
Samsung M13 SWA INS 00 board based on EXYNOS850,1269
